,Unnamed: 0_level_0,Unnamed: 1_level_0,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,MISC,MISC,MISC,MISC,MISC
26,27,Tarik Cohen (CHI),64,213,3.3,19,0,0,79,104,456,5.8,3,0,16,163.9,10.2,4.2%
27,28,Latavius Murray (BAL),146,637,4.4,30,3,5,34,43,235,6.9,1,0,16,157.2,9.8,31.7%
28,29,Duke Johnson Jr. (MIA),83,410,4.9,40,3,2,44,62,410,9.3,3,1,16,154.0,9.6,0.1%
29,30,Carlos Hyde (JAC),245,1070,4.4,58,8,6,10,16,42,4.2,0,2,16,153.2,9.6,12.9%
30,31,Sony Michel (LAR),247,912,3.7,26,3,7,12,20,94,7.8,0,1,16,152.6,9.5,25.7%
31,32,Devin Singletary (BUF),151,775,5.1,38,7,2,29,41,194,6.7,2,1,12,147.9,12.3,65.3%
32,33,Adrian Peterson (TEN),211,898,4.3,32,6,5,17,23,142,8.4,0,2,16,147.0,9.2,45.1%
33,34,Jamaal Williams (DET),107,460,4.3,45,1,1,39,45,253,6.5,5,0,14,146.3,10.5,43.4%
34,35,James Conner (ARI),116,464,4.0,25,2,4,34,38,251,7.4,3,1,10,145.5,14.6,96.3%
35,36,Royce Freeman (HOU),132,496,3.8,26,1,3,43,50,256,6.0,1,0,16,142.2,8.9,0.7%
36,37,David Johnson (HOU),94,345,3.7,18,0,2,36,47,370,10.3,4,1,13,141.5,10.9,26.0%
37,38,Damien Williams (CHI),111,498,4.5,91,2,5,30,37,213,7.1,2,1,11,141.1,12.8,7.7%
38,39,Tevin Coleman (NYJ),137,544,4.0,48,4,6,21,30,180,8.6,1,0,14,135.4,9.7,2.9%
39,40,DeAndre Washington (FA),108,387,3.6,36,1,3,36,41,292,8.1,0,0,16,121.9,7.6,11.0%
40,41,LeSean McCoy (FA),101,465,4.6,39,4,4,28,34,181,6.5,1,2,13,118.6,9.1,2.0%
41,42,Nyheim Hines (IND),52,199,3.8,18,0,2,44,58,320,7.3,0,1,16,117.9,7.4,55.3%
42,43,Peyton Barber (LV),154,470,3.1,17,0,6,16,24,115,7.2,1,1,16,116.5,7.3,1.0%
43,44,Jordan Howard (PHI),119,525,4.4,20,1,6,10,14,69,6.9,1,0,10,111.4,11.1,27.2%
44,45,Jaylen Samuels (HOU),66,175,2.7,13,0,1,47,57,305,6.5,1,1,14,105.4,7.5,0.1%
45,46,Matt Breida (BUF),123,623,5.1,83,4,1,19,22,120,6.3,1,1,13,103.3,7.9,1.6%
46,47,Kareem Hunt (CLE),43,179,4.2,16,0,2,37,44,285,7.7,1,0,9,101.4,11.3,88.8%
47,48,Rex Burkhead (HOU),65,302,4.6,33,1,3,27,38,279,10.3,0,1,13,101.1,7.8,0.8%
48,49,Boston Scott (PHI),61,245,4.0,25,1,5,24,26,204,8.5,0,1,11,96.9,8.8,22.1%
49,50,Frank Gore (FA),166,599,3.6,41,4,2,13,16,100,7.7,0,0,16,94.9,5.9,12.1%
50,51,Chris Thompson (FA),37,138,3.7,16,0,0,42,58,378,9.0,0,0,11,93.6,8.5,0.0%
51,52,Gus Edwards (BAL),133,711,5.3,63,5,2,7,7,45,6.4,0,1,16,92.6,5.8,10.6%
52,53,Tony Pollard (DAL),86,455,5.3,44,4,2,15,20,107,7.1,1,1,15,89.2,5.9,67.0%
53,54,Kerryon Johnson (FA),113,403,3.6,20,1,3,10,15,127,12.7,1,1,8,85.0,10.6,0.1%
54,55,J.D. McKissic (WAS),38,205,5.4,44,2,0,34,42,233,6.9,1,0,16,83.8,5.2,54.8%
55,56,Chase Edmonds (ARI),60,303,5.1,37,4,4,12,21,105,8.8,1,0,13,82.8,6.4,77.8%
56,57,Jalen Richard (LV),39,145,3.7,13,0,0,36,43,323,9.0,0,0,16,82.8,5.2,0.2%
57,58,Dare Ogunbowale (JAC),11,17,1.5,12,0,2,35,46,286,8.2,0,1,16,75.3,4.7,0.1%
58,59,Rashaad Penny (SEA),65,370,5.7,58,4,3,8,11,83,10.4,1,1,10,75.3,7.5,8.9%
59,60,Giovani Bernard (TB),53,170,3.2,25,1,0,30,43,234,7.8,0,1,16,68.4,4.3,8.4%
60,61,Alexander Mattison (MIN),100,462,4.6,35,4,1,10,12,82,8.2,0,1,13,68.4,5.3,43.7%
61,62,Patrick Laird (MIA),62,168,2.7,18,0,1,23,30,204,8.9,0,0,15,68.2,4.5,0.0%
62,63,Darrel Williams (KC),41,141,3.4,41,1,3,15,20,167,11.1,1,1,12,67.8,5.7,84.3%
63,64,Brian Hill (CLE),78,323,4.1,27,2,2,10,14,69,6.9,1,0,12,67.2,5.6,0.1%
64,65,Dion Lewis (FA),54,209,3.9,17,0,0,25,32,164,6.6,1,1,16,66.3,4.1,2.0%
65,66,Ty Johnson (NYJ),63,273,4.3,40,1,0,24,31,109,4.5,0,1,16,60.2,3.8,19.4%
66,67,Malcolm Brown (MIA),69,255,3.7,17,0,5,2,6,16,8.0,0,0,14,59.1,4.2,3.1%
67,68,Benny Snell Jr. (PIT),108,426,3.9,23,3,2,3,4,23,7.7,0,1,13,57.9,4.5,0.8%
68,69,Derrius Guice (FA),42,245,5.8,60,3,2,7,9,79,11.3,1,0,5,57.4,11.5,2.0%
69,70,Jordan Wilkins (JAC),51,307,6.0,55,2,2,7,11,43,6.1,0,0,14,54.0,3.9,0.0%
70,71,Kalen Ballage (PIT),74,135,1.8,8,0,3,14,24,63,4.5,0,0,12,51.8,4.3,0.2%
71,72,Ryquell Armstead (GB),35,108,3.1,16,0,0,14,24,144,10.3,2,0,16,51.2,3.2,0.0%
72,73,Brandon Bolden (NE),15,68,4.5,21,1,3,9,11,111,12.3,1,0,15,50.9,3.4,21.6%
73,74,Kyle Juszczyk (SF),3,7,2.3,6,0,0,20,24,239,12.0,1,0,12,50.6,4.2,1.1%
74,75,Mike Boone (DEN),49,273,5.6,59,3,3,3,4,17,5.7,0,0,16,50.0,3.1,0.1%
75,76,Justice Hill (FA),58,225,3.9,18,0,2,8,15,70,8.8,0,0,16,49.5,3.1,0.1%
76,77,Wayne Gallman Jr. (ATL),29,110,3.8,22,1,2,11,16,102,9.3,1,1,10,48.2,4.8,7.4%
77,78,Jeff Wilson Jr. (SF),27,105,3.9,25,1,4,3,5,34,11.3,1,0,11,46.9,4.3,56.8%
78,79,Bo Scarbrough (LV),89,377,4.2,30,2,1,1,4,5,5.0,0,1,6,43.2,7.2,0.0%
79,80,Mark Walton (FA),53,201,3.8,19,0,0,15,21,89,5.9,0,1,7,42.0,6.0,2.0%
80,81,Jonathan Williams (NYG),49,235,4.8,48,1,1,5,5,59,11.8,0,0,9,40.4,4.5,0.0%
81,82,Ameer Abdullah (CAR),23,115,5.0,15,0,0,15,21,88,5.9,1,1,16,39.3,2.5,0.3%
82,83,Dontrell Hilliard (TEN),13,49,3.8,11,0,2,12,15,92,7.7,0,0,14,38.1,2.7,0.1%
83,84,C.J. Ham (MIN),7,17,2.4,9,0,0,17,26,149,8.8,1,1,16,37.6,2.4,0.1%
84,85,Ito Smith (FA),22,106,4.8,28,1,1,11,14,87,7.9,0,0,7,36.3,5.2,0.0%
85,86,Bilal Powell (FA),59,229,3.9,17,0,0,7,12,33,4.7,0,0,14,33.2,2.4,0.0%
86,87,Ty Montgomery (NO),32,103,3.2,15,0,0,13,17,90,6.9,0,0,16,32.3,2.0,0.1%
87,88,Darwin Thompson (TB),37,128,3.5,12,0,1,9,10,43,4.8,0,0,12,32.1,2.7,0.0%
88,89,Myles Gaskin (MIA),36,133,3.7,27,1,1,7,12,51,7.3,0,0,7,31.4,4.5,92.2%
89,90,Justin Jackson (LAC),29,200,6.9,40,3,0,9,11,22,2.4,0,0,7,31.2,4.5,1.3%
90,91,Qadree Ollison (ATL),22,50,2.3,6,0,4,1,2,7,7.0,0,0,8,30.7,3.8,0.3%
91,92,T.J. Yeldon (FA),17,63,3.7,12,0,0,13,15,124,9.5,0,1,6,29.7,5.0,0.0%
92,93,Reggie Bonnafon (CAR),16,116,7.3,59,1,1,6,10,57,9.5,0,0,16,29.3,1.8,0.0%
93,94,C.J. Prosise (FA),23,72,3.1,17,0,1,10,12,76,7.6,0,1,9,28.8,3.2,0.0%
94,95,Travis Homer (SEA),18,114,6.3,29,1,0,11,13,56,5.1,0,0,16,28.0,1.8,0.9%
95,96,Wendell Smallwood (WAS),22,81,3.7,17,0,0,9,13,64,7.1,0,0,15,23.5,1.6,0.0%
96,97,Darrell Henderson Jr. (LAR),39,147,3.8,22,1,0,4,6,37,9.3,0,0,13,22.4,1.7,98.6%
97,98,Trey Edmunds (PIT),22,92,4.2,45,1,0,6,7,48,8.0,0,0,12,20.0,1.7,0.0%
98,99,Alec Ingold (LV),10,17,1.7,4,0,0,6,6,44,7.3,1,0,16,18.1,1.1,0.1%
99,100,Darren Sproles (FA),17,66,3.9,17,0,0,6,10,24,4.0,0,0,6,17.0,2.8,0.1%
100,101,Danny Vitale (FA),1,3,3.0,3,0,0,7,12,97,13.9,0,0,15,17.0,1.1,0.0%
101,102,Wes Hills (FA),10,21,2.1,15,0,2,2,2,1,0.5,0,0,1,16.2,16.2,0.1%
102,103,Andy Janovich (CLE),1,1,1.0,1,0,1,5,5,42,8.4,0,0,8,15.3,1.9,0.1%
103,104,D'Ernest Johnson (CLE),4,21,5.3,13,0,0,6,7,71,11.8,0,0,16,15.2,1.0,66.6%
104,105,Kenjon Barner (FA),4,28,7.0,12,0,0,6,8,22,3.7,0,1,14,15.1,1.1,0.0%
105,106,Kerrith Whyte Jr. (GB),24,122,5.1,21,1,0,1,1,9,9.0,0,0,6,14.1,2.4,0.0%
106,107,Derek Watt (PIT),7,10,1.4,3,0,1,3,5,32,10.7,0,0,16,13.2,0.8,0.1%
107,108,Devontae Booker (NYG),2,9,4.5,5,0,0,6,9,57,9.5,0,0,16,12.6,0.8,49.0%
108,109,Spencer Ware (FA),17,51,3.0,6,0,0,5,7,22,4.4,0,0,3,12.3,4.1,0.0%
109,110,Mike Davis (ATL),13,27,2.1,8,0,0,7,8,22,3.1,0,0,12,11.9,1.0,65.1%
110,111,Zach Line (FA),7,20,2.9,5,0,0,6,10,36,6.0,0,0,12,11.6,1.0,0.0%
111,112,Javorius Allen (FA),10,36,3.6,19,0,1,1,2,9,9.0,0,0,11,11.5,1.0,0.1%
112,113,Tra Carson (FA),18,48,2.7,12,0,0,4,4,18,4.5,0,0,4,10.6,2.7,0.0%
113,114,Patrick DiMarco (FA),3,7,2.3,4,0,0,5,7,41,8.2,0,0,16,9.8,0.6,0.0%
114,115,Alex Armah Jr. (NO),6,11,1.8,4,0,1,2,2,6,3.0,0,0,16,9.7,0.6,0.0%
115,116,Khari Blasingame (TEN),0,0,0.0,0,0,0,4,5,54,13.5,0,0,6,9.4,1.6,0.0%
116,117,Troymaine Pope (FA),10,20,2.0,8,0,0,2,3,14,7.0,1,1,14,9.4,0.7,0.0%
117,118,Marshawn Lynch (FA),12,34,2.8,15,0,1,0,0,0,0.0,0,0,2,9.4,4.7,0.3%
118,119,Jon Hilliman (FA),30,91,3.0,10,0,0,3,4,1,0.3,0,2,3,8.2,2.7,0.1%
119,120,Devine Ozigbo (JAC),9,27,3.0,9,0,0,3,5,23,7.7,0,0,10,8.0,0.8,0.0%
120,121,Dwayne Washington (NO),8,60,7.5,31,1,0,1,1,6,6.0,0,0,16,7.6,0.5,0.1%
121,122,Elijhaa Penny (NYG),15,39,2.6,6,0,0,2,4,9,4.5,0,0,16,6.8,0.4,0.1%
122,123,Taiwan Jones (BUF),9,40,4.4,11,0,0,1,1,9,9.0,0,0,11,5.9,0.5,0.0%
123,124,Nick Bawden (NYJ),0,0,0.0,0,0,0,4,6,17,4.3,0,0,10,5.7,0.6,0.0%
124,125,Anthony Sherman (FA),4,9,2.3,5,0,0,2,3,22,11.0,0,0,16,5.1,0.3,0.0%
125,126,Paul Perkins (FA),12,29,2.4,13,0,0,1,1,9,9.0,0,0,4,4.8,1.2,0.0%
126,127,T.J. Logan (FA),3,10,3.3,6,0,0,2,3,13,6.5,0,0,12,4.3,0.4,0.0%
127,128,C.J. Anderson (FA),16,43,2.7,9,0,0,0,0,0,0.0,0,0,2,4.3,2.2,1.0%
128,129,Tyler Ervin (FA),1,10,10.0,10,0,0,2,4,11,5.5,0,0,10,4.1,0.4,0.0%
129,130,Zach Zenner (FA),3,-2,-0.7,1,0,0,2,3,19,9.5,0,0,6,3.7,0.6,0.0%
130,131,Keith Smith (ATL),5,8,1.6,3,0,0,1,4,13,13.0,0,0,16,3.1,0.2,0.0%
131,132,Jay Ajayi (FA),10,30,3.0,11,0,0,0,1,0,0.0,0,0,4,3.0,0.8,7.0%
132,133,Dalyn Dawkins (DET),11,26,2.4,14,0,0,0,1,0,0.0,0,0,2,2.6,1.3,0.1%
133,134,Roosevelt Nix (FA),0,0,0.0,0,0,0,2,3,4,2.0,0,0,3,2.4,0.8,0.0%
134,135,Ricky Ortiz (FA),0,0,0.0,0,0,0,1,1,8,8.0,0,0,2,1.8,0.9,0.0%
135,136,Samaje Perine (CIN),5,16,3.2,9,0,0,0,0,0,0.0,0,0,7,1.6,0.2,7.0%
136,137,Jakob Johnson (NE),0,0,0.0,0,0,0,1,2,5,5.0,0,0,4,1.5,0.4,0.0%
137,138,Senorise Perry (FA),3,3,1.0,6,0,0,1,1,1,1.0,0,0,11,1.4,0.1,0.0%
138,139,Damien Harris (NE),4,12,3.0,13,0,0,0,0,0,0.0,0,0,2,1.2,0.6,92.0%
139,140,Josh Adams (NO),8,12,1.5,10,0,0,0,0,0,0.0,0,0,3,1.2,0.4,0.0%
140,141,Dexter Williams (CLE),5,11,2.2,5,0,0,0,0,0,0.0,0,0,4,1.1,0.3,0.0%
141,142,Buddy Howell (LAR),5,10,2.0,4,0,0,0,0,0,0.0,0,0,16,1.0,0.1,0.0%
142,143,Jordan Scarlett (FA),4,9,2.3,6,0,0,0,0,0,0.0,0,0,9,0.9,0.1,0.0%
143,144,John Kelly (FA),3,9,3.0,6,0,0,0,0,0,0.0,0,0,5,0.9,0.2,0.1%
144,145,Josh Ferguson (FA),3,9,3.0,7,0,0,0,0,0,0.0,0,0,2,0.9,0.5,0.0%
145,146,Ryan Nall (CHI),2,8,4.0,7,0,0,0,0,0,0.0,0,0,8,0.8,0.1,0.0%
146,147,Tony Brooks-James (FA),8,7,0.9,8,0,0,0,0,0,0.0,0,0,3,0.7,0.2,0.0%
147,148,De'Lance Turner (FA),4,6,1.5,5,0,0,0,0,0,0.0,0,0,9,0.6,0.1,0.1%
148,149,Alfred Morris (NYG),1,4,4.0,4,0,0,0,0,0,0.0,0,0,1,0.4,0.4,0.0%
149,150,James Develin (FA),2,3,1.5,2,0,0,0,0,0,0.0,0,0,2,0.3,0.2,0.0%
150,151,Scottie Phillips (HOU),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%
151,152,Eno Benjamin (ARI),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,5.9%
152,153,Anthony McFarland Jr. (PIT),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.6%
153,154,Caleb Huntley (ATL),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%
154,155,Michael Warren II (DET),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%
155,156,Darrynton Evans (TEN),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.9%
156,157,Gerrid Doaks (MIA),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%
157,158,Trey Sermon (SF),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,17.4%
158,159,Darius Bradwell (LAC),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%
159,160,Mason Stokke (CAR),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%
160,161,Spencer Brown (CAR),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%
161,162,Kene Nwangwu (MIN),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.1%
162,163,Joshua Kelley (LAC),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.5%
163,164,Salvon Ahmed (MIA),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,3.7%
164,165,Darius Anderson (IND),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%
165,166,J.J. Taylor (NE),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,1.7%
166,167,Tony Jones Jr. (NO),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,3.2%
167,168,Tavien Feaster (ARI),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%
168,169,Adrian Killins Jr. (DEN),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%
169,170,DeeJay Dallas (SEA),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.8%
170,171,Larry Rountree III (LAC),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.8%
171,172,Artavis Pierce (CHI),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%
172,173,Javon Leake (DET),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%
173,174,Gary Brightwell (NYG),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.1%
174,175,Patrick Taylor Jr. (GB),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,1.2%
175,176,Deon Jackson (IND),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%
176,177,Demetric Felton (CLE),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,1.3%
177,178,Pooka Williams Jr. (CIN),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%
178,179,Sandro Platzgummer (NYG),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%
179,180,Mekhi Sargent (LAR),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.1%
180,181,Jake Funk (LAR),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.2%
181,182,Trey Ragas (LV),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%
182,183,Jaret Patterson (WAS),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.9%
183,184,Jermar Jefferson (DET),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.3%
184,185,Josh Hokit (SF),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%
185,186,Antonio Gibson (WAS),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,96.9%
186,187,Sewo Olonilua (DAL),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%
187,188,Jason Huntley (PHI),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%
188,189,Pete Guerriero (PIT),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%
189,190,Rico Dowdle (DAL),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%
190,191,Ty'Son Williams (BAL),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,6.9%
191,192,James Robinson (JAC),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,97.7%
192,193,JaMycal Hasty (SF),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.9%
193,194,Ke'Shawn Vaughn (TB),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.1%
194,195,Giovanni Ricci (CAR),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%
195,196,Jake Bargas (MIN),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%
196,197,Gabe Nabers (LAC),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.1%
197,198,Nathan Cottrell (JAC),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%
198,199,Jonathan Ward (ARI),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.1%
199,200,Mikey Daniel (CAR),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%
200,201,Chuba Hubbard (CAR),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,42.1%
201,202,Cameron Scarlett (SEA),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%
202,203,Reggie Gilliam (BUF),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%
203,204,Antonio Williams (BUF),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%
204,205,AJ Dillon (GB),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,93.4%
205,206,LeVante Bellamy (DEN),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%
206,207,Nate McCrary (BAL),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%
207,208,Josh Johnson (SEA),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%
208,209,Johnny Stanton (CLE),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%
209,210,Garrett Groshek (MIN),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%
210,211,Tre Harbison (CLE),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%
211,212,Jason Cabinda (DET),0,0,0.0,0,0,0,0,0,0,0.0,0,0,5,0.0,0.0,0.0%
212,213,Godwin Igwebuike (DET),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,1.7%
213,214,Trenton Cannon (SF),0,0,0.0,0,0,0,0,0,0,0.0,0,0,4,0.0,0.0,0.1%
214,215,Donnie Ernsberger (TEN),0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%
215,216,Jordan Chunn (FA),0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%
216,217,Detrez Newsome (FA),0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%
217,218,La'Mical Perine (NYJ),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.2%
218,219,Andrew Beck (DEN),1,3,3.0,3,0,0,9,12,90,10.0,1,0,16,0.0,0.0,0.0%
219,220,Austin Walter (NYJ),0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%
220,221,Craig Reynolds (DET),0,0,0.0,0,0,0,0,0,0,0.0,0,0,3,0.0,0.0,0.0%
221,222,Cullen Gillaspia (NYG),0,0,0.0,0,0,0,0,0,0,0.0,0,0,16,0.0,0.0,0.0%
222,223,Travis Etienne Jr. (JAC),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,6.5%
223,224,Clyde Edwards-Helaire (KC),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,90.8%
224,225,Kylin Hill (GB),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.2%
225,226,Najee Harris (PIT),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,99.9%
226,227,Cam Akers (LAR),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,4.8%
227,228,Zack Moss (BUF),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,79.8%
228,229,J.K. Dobbins (BAL),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,9.6%
