,Unnamed: 0_level_0,Unnamed: 1_level_0,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,MISC,MISC,MISC,MISC,MISC
74,75,D'Onta Foreman (TEN),78,327,4.2,39,3,2,6,8,83,13.8,0,1,10,57.0,5.7,58.8%
75,76,Benny Cunningham Jr. (FA),9,29,3.2,12,0,0,20,26,240,12.0,2,1,14,56.9,4.1,0.0%
76,77,Mike Davis (ATL),68,240,3.5,33,3,0,15,18,131,8.7,0,0,6,52.1,8.7,65.1%
77,78,Mike Tolbert (FA),66,247,3.7,25,1,1,14,17,78,5.6,0,1,12,50.5,4.2,0.0%
78,79,Jacquizz Rodgers (FA),64,244,3.8,36,1,1,9,11,74,8.2,0,0,16,46.8,2.9,0.0%
79,80,Wendell Smallwood (WAS),47,174,3.7,26,2,1,13,18,103,7.9,0,0,8,46.7,5.8,0.0%
80,81,Malcolm Brown (MIA),63,246,3.9,20,1,1,9,11,53,5.9,0,0,11,44.9,4.1,3.1%
81,82,Alfred Blue (FA),71,262,3.7,48,1,1,7,9,54,7.7,0,0,11,44.6,4.1,0.0%
82,83,Robert Kelley (FA),62,194,3.1,21,1,3,4,7,18,4.5,0,0,7,43.2,6.2,0.0%
83,84,Corey Grant (FA),30,248,8.3,58,3,2,3,4,41,13.7,0,1,16,41.9,2.6,0.0%
84,85,Kapri Bibbs (FA),21,79,3.8,16,0,0,14,17,128,9.1,1,0,3,40.7,13.6,0.1%
85,86,Chris Carson (SEA),49,208,4.2,30,1,0,7,8,59,8.4,1,0,4,39.7,9.9,59.0%
86,87,Travaris Cadet (FA),23,96,4.2,12,0,0,16,19,119,7.4,0,0,9,37.5,4.2,0.0%
87,88,D.J. Foster (FA),6,19,3.2,5,0,0,17,28,133,7.8,0,0,7,32.2,4.6,0.0%
88,89,Elijhaa Penny (NYG),31,124,4.0,14,0,2,4,6,38,9.5,0,0,16,32.2,2.0,0.1%
89,90,Thomas Rawls (FA),58,157,2.7,23,1,0,9,13,94,10.4,0,1,12,32.1,2.7,0.1%
90,91,Tion Green (FA),42,165,3.9,33,1,2,2,2,14,7.0,0,0,5,31.9,6.4,0.0%
91,92,Tommy Bohanon (BAL),5,5,1.0,3,0,2,6,11,43,7.2,1,0,16,28.8,1.8,0.0%
92,93,Eddie Lacy (FA),69,179,2.6,19,0,0,6,6,47,7.8,0,0,9,28.6,3.2,0.3%
93,94,Terrance West (FA),39,138,3.5,13,0,2,2,4,23,11.5,0,1,5,28.1,5.6,0.0%
94,95,Robert Turbin (FA),23,53,2.3,7,0,1,9,11,56,6.2,0,0,6,25.9,4.3,0.0%
95,96,Kenjon Barner (FA),16,57,3.6,18,0,1,5,8,56,11.2,0,0,13,22.3,1.7,0.0%
96,97,Paul Perkins (FA),41,90,2.2,14,0,0,8,10,46,5.8,0,0,11,21.6,2.0,0.0%
97,98,C.J. Ham (MIN),7,13,1.9,3,0,1,7,8,68,9.7,0,0,16,21.1,1.3,0.1%
98,99,Anthony Sherman (FA),14,40,2.9,9,0,1,6,8,47,7.8,0,0,16,20.7,1.3,0.0%
99,100,Chris Johnson (FA),45,114,2.5,11,0,0,5,6,43,8.6,0,0,4,20.7,5.2,0.6%
100,101,Jamize Olawale (DAL),9,43,4.8,11,0,1,6,7,33,5.5,0,0,12,19.6,1.6,0.0%
101,102,Darren Sproles (FA),15,61,4.1,12,0,0,7,12,73,10.4,0,1,3,18.4,6.1,0.1%
102,103,Fozzy Whittaker (FA),7,18,2.6,8,0,0,5,6,47,9.4,1,0,12,17.5,1.5,0.0%
103,104,Jeremy Hill (FA),37,116,3.1,13,0,0,4,4,16,4.0,0,0,7,17.2,2.5,0.0%
104,105,C.J. Prosise (FA),11,23,2.1,8,0,0,6,11,87,14.5,0,0,5,17.0,3.4,0.0%
105,106,Branden Oliver (FA),35,83,2.4,26,1,0,6,11,26,4.3,0,0,8,16.9,2.1,0.0%
106,107,Stevan Ridley (FA),26,108,4.2,21,1,1,0,0,0,0.0,0,0,2,16.8,8.4,0.0%
107,108,Cameron Artis-Payne (FA),18,95,5.3,43,1,1,1,1,2,2.0,0,0,13,16.7,1.3,0.0%
108,109,Terron Ward (FA),30,129,4.3,17,0,0,3,3,14,4.7,0,1,14,15.3,1.1,0.0%
109,110,Andy Janovich (CLE),6,12,2.0,4,0,1,4,6,35,8.8,0,0,16,14.7,0.9,0.1%
110,111,Roosevelt Nix (FA),3,0,0.0,1,0,1,2,3,6,3.0,1,0,16,14.6,0.9,0.0%
111,112,James Conner (ARI),32,144,4.5,23,1,0,0,1,0,0.0,0,0,14,14.4,1.0,96.3%
112,113,David Johnson (HOU),11,23,2.1,6,0,0,6,9,67,11.2,0,1,1,13.1,13.1,26.0%
113,114,Tyler Ervin (FA),4,12,3.0,6,0,0,8,11,38,4.8,0,0,4,13.0,3.3,0.0%
114,115,De'Angelo Henderson Sr. (FA),7,13,1.9,5,0,0,2,2,36,18.0,1,0,5,12.9,2.6,0.0%
115,116,Byron Marshall (FA),9,32,3.6,11,0,0,6,8,36,6.0,0,0,4,12.8,3.2,0.1%
116,117,Aaron Ripkowski (FA),5,13,2.6,4,0,0,7,10,39,5.6,0,0,16,12.2,0.8,0.0%
117,118,Lance Dunbar (FA),11,51,4.6,12,0,1,1,3,1,1.0,0,0,4,12.2,3.1,0.0%
118,119,Zach Line (FA),7,28,4.0,9,0,0,2,5,8,4.0,1,0,12,11.6,1.0,0.0%
119,120,Trey Edmunds (PIT),9,48,5.3,41,1,1,0,0,0,0.0,0,0,16,10.8,0.7,0.0%
120,121,James Develin (FA),0,0,0.0,0,0,0,6,10,38,6.3,0,0,16,9.8,0.6,0.0%
121,122,Patrick DiMarco (FA),2,-2,-1.0,0,0,0,7,10,28,4.0,0,0,16,9.6,0.6,0.0%
122,123,Akeem Hunt (FA),8,23,2.9,11,0,0,4,7,31,7.8,0,0,15,9.4,0.6,0.0%
123,124,Brian Hill (CLE),11,37,3.4,11,0,0,2,2,36,18.0,0,0,7,9.3,1.3,0.1%
124,125,Zach Zenner (FA),14,26,1.9,14,0,1,0,1,0,0.0,0,0,8,8.6,1.1,0.0%
125,126,Tre Madden (FA),0,0,0.0,0,0,0,2,2,65,32.5,0,0,8,8.5,1.1,0.1%
126,127,Brandon Bolden (NE),13,67,5.2,20,1,0,1,4,7,7.0,0,0,16,8.4,0.5,21.6%
127,128,Matt Dayes (FA),5,13,2.6,4,0,0,4,5,29,7.3,0,0,16,8.1,0.5,0.0%
128,129,Derek Watt (PIT),6,24,4.0,17,0,0,2,3,35,17.5,0,0,16,7.9,0.5,0.1%
129,130,Dwayne Washington (NO),20,44,2.2,6,0,0,2,2,14,7.0,0,0,5,7.8,1.6,0.1%
130,131,Keith Smith (ATL),0,0,0.0,0,0,0,5,5,26,5.2,0,0,16,7.6,0.5,0.0%
131,132,Jay Prosch (FA),0,0,0.0,0,0,0,4,4,31,7.8,0,0,16,7.1,0.4,0.0%
132,133,Bobby Rainey (FA),1,2,2.0,2,0,0,5,7,18,3.6,0,0,4,7.0,1.8,0.0%
133,134,Marcus Murphy (FA),7,41,5.9,25,1,0,2,2,7,3.5,0,0,1,6.8,6.8,0.0%
134,135,Jalston Fowler (FA),2,4,2.0,3,0,1,0,1,0,0.0,0,0,10,6.4,0.6,0.0%
135,136,De'Veon Smith (FA),0,0,0.0,0,0,0,3,3,27,9.0,0,0,5,5.7,1.1,0.0%
136,137,Fitzgerald Toussaint (FA),6,25,4.2,7,0,0,2,3,9,4.5,0,0,6,5.4,0.9,0.0%
137,138,Josh Ferguson (FA),1,5,5.0,5,0,0,3,4,16,5.3,0,0,10,5.1,0.5,0.0%
138,139,Mack Brown (FA),8,29,3.6,11,0,0,1,1,11,11.0,0,0,4,5.0,1.3,0.0%
139,140,Danny Vitale (FA),0,0,0.0,0,0,0,3,5,19,6.3,0,0,15,4.9,0.3,0.0%
140,141,Derrick Coleman (FA),2,8,4.0,5,0,0,2,7,20,10.0,0,0,16,4.8,0.3,0.1%
141,142,Senorise Perry (FA),8,30,3.8,12,0,0,1,1,3,3.0,0,0,16,4.3,0.3,0.0%
142,143,Michael Burton (KC),4,9,2.3,7,0,0,2,4,8,4.0,0,0,16,3.7,0.2,0.1%
143,144,Andre Williams (FA),9,25,2.8,7,0,0,0,0,0,0.0,0,0,8,2.5,0.3,0.0%
144,145,Taiwan Jones (BUF),0,0,0.0,0,0,0,1,2,11,11.0,0,0,8,2.1,0.3,0.0%
145,146,David Fluellen (FA),4,21,5.3,10,0,0,0,1,0,0.0,0,0,16,2.1,0.1,0.0%
146,147,Ryan Hewitt (FA),0,0,0.0,0,0,0,2,2,22,11.0,0,0,13,1.6,0.1,0.0%
147,148,LeShun Daniels (FA),3,14,4.7,8,0,0,0,0,0,0.0,0,0,4,1.4,0.4,0.0%
148,149,Matt Jones (FA),5,14,2.8,5,0,0,0,0,0,0.0,0,0,5,1.4,0.3,0.0%
149,150,Joe Kerridge (FA),0,0,0.0,0,0,0,1,1,3,3.0,0,0,4,1.3,0.3,0.0%
150,151,Devante Mays (FA),4,1,0.3,2,0,0,3,3,0,0.0,0,1,8,1.1,0.1,0.1%
151,152,Raheem Mostert (SF),6,30,5.0,16,0,0,0,0,0,0.0,0,1,11,1.0,0.1,14.0%
152,153,Terrell Watson (FA),5,8,1.6,3,0,0,0,0,0,0.0,0,0,10,0.8,0.1,0.0%
153,154,John Kuhn (FA),1,2,2.0,2,0,0,0,0,0,0.0,0,0,2,0.2,0.1,0.0%
154,155,Justin Davis (FA),1,1,1.0,1,0,0,0,0,0,0.0,0,0,4,0.1,0.0,0.0%
155,156,Dalyn Dawkins (DET),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.1%
156,157,Dontrell Hilliard (TEN),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.1%
157,158,Jermar Jefferson (DET),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.3%
158,159,Jeff Wilson Jr. (SF),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,56.8%
159,160,Pooka Williams Jr. (CIN),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%
160,161,Jake Bargas (MIN),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%
161,162,Pete Guerriero (PIT),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%
162,163,Deon Jackson (IND),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%
163,164,Josh Hokit (SF),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%
164,165,Gabe Nabers (LAC),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.1%
165,166,Antonio Williams (BUF),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%
166,167,Reggie Gilliam (BUF),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%
167,168,Chuba Hubbard (CAR),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,42.1%
168,169,Cameron Scarlett (SEA),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%
169,170,Johnny Stanton (CLE),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%
170,171,Mikey Daniel (CAR),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%
171,172,Jonathan Ward (ARI),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.1%
172,173,Giovanni Ricci (CAR),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%
173,174,Nathan Cottrell (JAC),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%
174,175,Donnie Ernsberger (TEN),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%
175,176,Mike Boone (DEN),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.1%
176,177,Ryan Nall (CHI),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%
177,178,Sandro Platzgummer (NYG),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%
178,179,Trey Ragas (LV),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%
179,180,Jaret Patterson (WAS),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.9%
180,181,Mekhi Sargent (LAR),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.1%
181,182,Demetric Felton (CLE),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,1.3%
182,183,Reggie Bonnafon (CAR),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%
183,184,Devine Ozigbo (JAC),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%
184,185,Zack Moss (BUF),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,79.8%
185,186,Craig Reynolds (DET),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%
186,187,D'Ernest Johnson (CLE),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,66.6%
187,188,Derrick Gore (KC),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,3.7%
188,189,D'Andre Swift (DET),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,98.9%
189,190,Jonathan Taylor (IND),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,99.9%
190,191,Travis Etienne Jr. (JAC),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,6.5%
191,192,J.K. Dobbins (BAL),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,9.6%
192,193,Cam Akers (LAR),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,4.8%
193,194,Alec Ingold (LV),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.1%
194,195,Aca'Cedric Ware (TB),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%
195,196,AJ Dillon (GB),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,93.4%
196,197,Ryquell Armstead (GB),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%
197,198,Trevon Wesco (NYJ),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%
198,199,Ke'Shawn Vaughn (TB),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.1%
199,200,LeVante Bellamy (DEN),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%
200,201,Najee Harris (PIT),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,99.9%
201,202,Darrell Henderson Jr. (LAR),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,98.6%
202,203,La'Mical Perine (NYJ),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.2%
203,204,Clyde Edwards-Helaire (KC),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,90.8%
204,205,Kylin Hill (GB),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.2%
205,206,Austin Walter (NYJ),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%
206,207,Mike Weber (NYG),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%
207,208,Damarea Crockett (DEN),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%
208,209,Jakob Johnson (NE),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%
209,210,Sutton Smith (LV),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%
210,211,Darwin Thompson (TB),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%
211,212,Travis Homer (SEA),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.9%
212,213,Alexander Mattison (MIN),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,43.7%
213,214,Kerrith Whyte Jr. (GB),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%
214,215,Cullen Gillaspia (NYG),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%
215,216,Tony Pollard (DAL),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,67.0%
216,217,Khari Blasingame (TEN),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%
217,218,Trayveon Williams (CIN),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.1%
218,219,Benny Snell Jr. (PIT),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.8%
219,220,Andrew Beck (DEN),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%
220,221,Eno Benjamin (ARI),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,5.9%
221,222,Anthony McFarland Jr. (PIT),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.6%
222,223,David Montgomery (CHI),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,95.6%
223,224,Scottie Phillips (HOU),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%
224,225,Antonio Gibson (WAS),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,96.9%
225,226,Artavis Pierce (CHI),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%
226,227,Patrick Taylor Jr. (GB),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,1.2%
227,228,Larry Rountree III (LAC),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.8%
228,229,DeeJay Dallas (SEA),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.8%
229,230,JaMycal Hasty (SF),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.9%
