,Unnamed: 0_level_0,Unnamed: 1_level_0,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RUSHING,RUSHING,RUSHING,MISC,MISC,MISC,MISC,MISC
,Rank,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST
0,1,Travis Kelce (KC),85,117,1125,13.2,80,14,4,1,-5,0,0,16,223.0,13.9,100.0%
1,2,Kyle Rudolph (NYG),83,132,840,10.1,44,11,7,0,0,0,0,16,209.0,13.1,0.7%
2,3,Greg Olsen (FA),80,129,1073,13.4,78,14,3,0,0,0,0,16,207.3,13.0,7.0%
3,4,Jimmy Graham (CHI),65,95,923,14.2,42,10,6,1,0,0,2,16,189.3,11.8,0.4%
4,5,Delanie Walker (FA),65,102,800,12.3,47,13,7,2,11,0,0,15,188.1,12.5,0.1%
5,6,Zach Ertz (ARI),78,106,816,10.5,30,9,4,0,0,0,0,14,183.6,13.1,71.2%
6,7,Cameron Brate (TB),57,81,660,11.6,38,5,8,0,0,0,0,15,171.0,11.4,2.9%
7,8,Dennis Pitta (FA),86,121,729,8.5,30,4,2,0,0,0,1,16,168.9,10.6,0.0%
8,9,Jordan Reed (FA),66,89,686,10.4,33,9,6,0,0,0,1,12,168.6,14.1,19.0%
9,10,Martellus Bennett (FA),55,73,701,12.7,58,10,7,2,10,0,0,16,168.1,10.5,23.0%
10,11,Jason Witten (FA),69,95,673,9.8,35,7,3,0,0,0,1,16,152.3,9.5,0.1%
11,12,Antonio Gates (FA),53,93,548,10.3,27,5,7,0,0,0,1,14,147.8,10.6,0.2%
12,13,Jack Doyle (IND),59,75,584,9.9,24,5,5,0,0,0,1,16,145.4,9.1,1.0%
13,14,Eric Ebron (PIT),61,85,711,11.7,61,9,1,1,1,1,0,13,144.2,11.1,4.1%
14,15,Coby Fleener (FA),50,81,631,12.6,50,12,3,1,2,1,0,16,137.3,8.6,0.0%
15,16,Charles Clay (FA),57,87,552,9.7,40,4,4,0,0,0,0,15,136.2,9.1,0.0%
16,17,C.J. Fiedorowicz (FA),54,89,559,10.4,26,5,4,0,0,0,0,15,133.9,8.9,0.0%
17,18,Hunter Henry (NE),36,53,478,13.3,59,7,8,0,0,0,1,15,130.2,8.7,70.8%
18,19,Gary Barnidge (FA),55,82,612,11.1,43,7,2,0,0,0,0,16,130.2,8.1,0.1%
19,20,Zach Miller (FA),47,64,486,10.3,34,5,4,0,0,0,0,10,119.6,12.0,0.0%
20,21,Vernon Davis (FA),44,59,583,13.3,44,11,2,0,0,0,0,16,114.3,7.1,1.6%
21,22,Dwayne Allen (FA),35,52,406,11.6,23,4,6,0,0,0,0,14,113.6,8.1,0.0%
22,23,Lance Kendricks (FA),50,87,499,10.0,44,7,2,0,0,0,1,16,109.9,6.9,0.0%
23,24,Ryan Griffin (NYJ),50,74,442,8.8,45,4,2,0,0,0,1,16,104.2,6.5,0.6%
24,25,Tyler Eifert (FA),29,47,394,13.6,71,6,5,0,0,0,0,8,98.4,12.3,0.0%
25,26,Rob Gronkowski (TB),25,38,540,21.6,53,12,3,0,0,0,0,8,97.0,12.1,88.0%
26,27,Will Tye (FA),48,70,395,8.2,27,3,1,0,0,0,0,16,93.5,5.8,0.0%
27,28,Jesse James (CHI),39,60,338,8.7,24,2,3,0,0,0,0,16,90.8,5.7,0.1%
28,29,Jermaine Gresham (FA),37,61,391,10.6,34,4,2,0,0,0,0,16,88.0,5.5,0.0%
29,30,Vance McDonald (FA),24,45,391,16.3,75,6,4,0,0,0,0,11,87.1,7.9,0.0%
30,31,Clive Walford (FA),33,52,359,10.9,31,3,3,0,0,0,0,15,86.9,5.8,0.0%
31,32,Julius Thomas (FA),30,51,281,9.4,24,3,4,0,0,0,0,9,82.1,9.1,0.0%
32,33,Garrett Celek (FA),29,50,350,12.1,31,4,3,0,0,0,1,16,80.0,5.0,0.0%
33,34,Trey Burton (FA),37,60,327,8.8,32,1,1,0,0,0,0,15,75.7,5.0,0.0%
34,35,Dion Sims (FA),26,35,256,9.8,28,4,4,0,0,0,0,14,75.6,5.4,0.0%
35,36,Jared Cook (LAC),30,51,377,12.6,47,6,1,0,0,0,1,10,71.7,7.2,54.2%
36,37,Richard Rodgers (PHI),30,47,271,9.0,22,2,2,0,0,0,0,16,69.1,4.3,0.0%
37,38,Austin Hooper (CLE),19,27,271,14.3,44,4,3,0,0,0,0,14,64.1,4.6,21.6%
38,39,Jacob Tamme (FA),22,31,210,9.5,19,0,3,0,0,0,0,8,61.0,7.6,0.0%
39,40,Ladarius Green (FA),18,34,304,16.9,37,7,1,0,0,0,0,6,54.4,9.1,0.0%
40,41,C.J. Uzomah (CIN),25,38,234,9.4,54,2,1,0,0,0,0,10,54.4,5.4,19.1%
41,42,Virgil Green (FA),22,37,237,10.8,31,2,1,0,0,0,0,12,51.7,4.3,0.0%
42,43,Levine Toilolo (NYG),13,19,264,20.3,46,4,2,0,0,0,0,16,51.4,3.2,0.0%
43,44,Erik Swoope (FA),15,22,297,19.8,45,6,1,0,0,0,0,16,50.7,3.2,0.0%
44,45,Mychal Rivera (FA),18,25,192,10.7,27,3,1,0,0,0,0,13,43.2,3.3,0.2%
45,46,Marcedes Lewis (GB),20,30,169,8.5,37,1,1,0,0,0,0,10,42.9,4.3,0.7%
46,47,Ben Koyack (FA),19,24,161,8.5,17,0,1,0,0,0,0,14,41.1,2.9,0.0%
47,48,Luke Willson (FA),15,21,129,8.6,19,0,2,0,0,0,0,11,39.9,3.6,0.0%
48,49,Demetrius Harris (ARI),17,31,123,7.2,13,0,1,0,0,0,0,16,37.3,2.3,0.1%
49,50,Josh Hill (FA),15,22,149,9.9,35,3,1,0,0,0,0,9,35.9,4.0,0.0%
50,51,Darren Fells (TB),14,18,154,11.0,37,2,1,0,0,0,0,14,35.4,2.5,0.0%
51,52,Xavier Grimble (BAL),11,21,118,10.7,20,2,2,0,0,0,0,13,34.8,2.7,0.0%
52,53,Seth DeValve (FA),10,12,127,12.7,25,3,2,0,0,0,0,12,34.7,2.9,0.0%
53,54,Daniel Brown (FA),16,20,124,7.8,12,0,1,0,0,0,0,8,34.4,4.3,0.0%
54,55,Austin Seferian-Jenkins (FA),13,20,154,11.8,30,1,1,0,0,0,0,9,34.4,3.8,0.0%
55,56,Jerell Adams (FA),16,21,122,7.6,14,0,1,0,0,0,0,13,34.2,2.6,0.0%
56,57,MarQueis Gray (FA),14,17,174,12.4,53,2,0,0,0,0,0,16,31.4,2.0,0.0%
57,58,Darren Waller (LV),10,17,85,8.5,15,0,2,0,0,0,0,12,30.5,2.5,99.8%
58,59,A.J. Derby (FA),16,20,160,10.0,17,0,0,0,0,0,1,10,30.0,3.0,0.0%
59,60,Brent Celek (FA),14,19,155,11.1,24,2,0,0,0,0,0,16,29.5,1.8,0.0%
60,61,Ed Dickson (FA),10,19,134,13.4,28,3,1,0,0,0,0,16,29.4,1.8,0.0%
61,62,Anthony Fasano (FA),8,14,83,10.4,17,0,2,0,0,0,0,16,28.3,1.8,0.1%
62,63,Larry Donnell (FA),15,22,92,6.1,15,0,1,0,0,0,1,14,28.2,2.0,0.0%
63,64,Stephen Anderson (LAC),11,16,93,8.5,14,0,1,0,0,0,0,13,26.3,2.0,0.1%
64,65,Tyler Higbee (LAR),11,29,85,7.7,31,1,1,0,0,0,0,16,25.5,1.6,77.9%
65,66,John Phillips (FA),10,15,72,7.2,16,0,1,0,0,0,0,16,23.2,1.5,0.0%
66,67,Jeff Heuerman (FA),9,17,141,15.7,31,2,0,0,0,0,0,12,23.1,1.9,0.0%
67,68,Nick O'Leary (FA),9,14,114,12.7,28,2,0,0,0,0,0,16,22.4,1.4,0.0%
68,69,Crockett Gillmore (FA),8,14,71,8.9,22,1,1,0,0,0,0,7,21.1,3.0,0.0%
69,70,Brandon Myers (FA),7,14,59,8.4,12,0,1,0,0,0,0,16,20.9,1.3,0.0%
70,71,Rhett Ellison (FA),9,14,57,6.3,21,1,0,1,1,1,0,15,20.8,1.4,0.0%
71,72,Jordan Cameron (FA),8,11,60,7.5,13,0,1,0,0,0,0,3,20.0,6.7,0.1%
72,73,Tyler Kroft (NYJ),10,12,92,9.2,21,1,0,0,0,0,0,14,19.2,1.4,0.2%
73,74,Dominique Jones (FA),7,10,61,8.7,24,1,1,0,0,0,0,9,19.1,2.1,0.0%
74,75,David Johnson (FA),7,11,80,11.4,26,1,0,0,0,0,0,16,17.0,1.1,0.0%
75,76,Brandon Bostick (FA),8,11,63,7.9,14,0,0,0,0,0,0,16,14.3,0.9,0.2%
76,77,Joshua Perkins (SF),3,5,42,14.0,26,1,1,0,0,0,0,8,13.2,1.7,0.0%
77,78,Gavin Escobar (FA),4,7,30,7.5,14,0,1,0,0,0,0,16,13.0,0.8,0.0%
78,79,Geoff Swaim (TEN),6,8,69,11.5,28,2,0,0,0,0,0,9,12.9,1.4,0.7%
79,80,Blake Bell (KC),4,9,85,21.3,45,2,0,0,0,0,0,13,12.5,1.0,0.1%
80,81,Nick Boyle (BAL),6,6,44,7.3,20,1,0,0,0,0,0,6,10.4,1.7,0.1%
81,82,Phillip Supernaw (FA),4,5,62,15.5,30,1,0,0,0,0,0,15,10.2,0.7,0.0%
82,83,Matt Lengel (FA),2,3,22,11.0,18,0,1,0,0,0,0,6,10.2,1.7,0.0%
83,84,Lee Smith (ATL),6,6,29,4.8,12,0,0,0,0,0,0,4,8.9,2.2,0.0%
84,85,Jace Amaro (FA),3,4,59,19.7,26,1,0,0,0,0,0,3,8.9,3.0,0.2%
85,86,Connor Hamlett (FA),1,1,17,17.0,17,0,1,0,0,0,0,3,8.7,2.9,0.0%
86,87,Ben Braunecker (FA),4,6,41,10.3,14,0,0,0,0,0,0,13,8.1,0.6,0.0%
87,88,Justin Perillo (FA),4,5,35,8.8,13,0,0,0,0,0,0,9,7.5,0.8,0.0%
88,89,Luke Stocker (MIN),5,8,23,4.6,11,0,0,0,0,0,0,12,7.3,0.6,0.0%
89,90,D.J. Tialavea (FA),1,1,1,1.0,1,0,1,0,0,0,0,2,7.1,3.6,0.0%
90,91,Ifeanyi Momah (FA),2,4,50,25.0,27,2,0,0,0,0,0,5,7.0,1.4,0.0%
91,92,Nick Vannett (NO),3,4,32,10.7,21,1,0,0,0,0,0,9,6.2,0.7,0.0%
92,93,Brandon Williams (FA),2,3,36,18.0,20,1,0,0,0,0,0,16,5.6,0.4,0.0%
93,94,Clay Harbor (FA),3,3,19,6.3,9,0,0,0,0,0,0,15,4.9,0.3,0.0%
94,95,Niles Paul (FA),2,2,27,13.5,16,0,0,0,0,0,0,8,4.7,0.6,0.0%
95,96,Sean McGrath (FA),2,2,25,12.5,13,0,0,0,0,0,0,16,4.5,0.3,0.0%
96,97,Logan Paulsen (FA),3,10,15,5.0,7,0,0,0,0,0,0,16,4.5,0.3,0.0%
97,98,Ross Travis (FA),3,6,15,5.0,6,0,0,0,0,0,0,6,4.5,0.8,0.0%
98,99,Alex Ellis (ARI),3,4,11,3.7,6,0,0,0,0,0,0,6,4.1,0.7,0.0%
99,100,Cole Wick (FA),2,3,18,9.0,13,0,0,0,0,0,0,6,3.8,0.6,0.0%
100,101,Je'Ron Hamm (FA),2,4,13,6.5,7,0,0,0,0,0,0,5,3.3,0.7,0.0%
101,102,Ryan Hewitt (FA),2,3,13,6.5,8,0,0,0,0,0,0,16,3.3,0.2,0.0%
102,103,MyCole Pruitt (TEN),2,2,13,6.5,7,0,0,0,0,0,0,4,3.3,0.8,0.1%
103,104,Derek Carrier (LV),2,2,10,5.0,6,0,0,0,0,0,0,8,3.0,0.4,0.0%
104,105,Gerald Christian (FA),1,2,14,14.0,14,0,0,0,0,0,0,3,2.4,0.8,0.0%
105,106,Randall Telfer (FA),2,7,4,2.0,7,0,0,0,0,0,0,14,2.4,0.2,0.0%
106,107,Henry Krieger-Coble (FA),1,1,13,13.0,13,0,0,0,0,0,0,2,2.3,1.2,0.0%
