,Unnamed: 0_level_0,Unnamed: 1_level_0,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,MISC,MISC,MISC,MISC,MISC
14,15,Melvin Gordon III (DEN),118,522,4.4,70,0,5,21,28,161,7.7,2,2,10,127.4,12.7,89.1%
15,16,Darrel Williams (KC),95,343,3.6,21,0,4,31,37,271,8.7,1,0,10,122.4,12.2,84.3%
16,17,Nick Chubb (CLE),120,721,6.0,70,0,6,8,8,69,8.6,0,1,7,121.0,17.3,99.7%
17,18,Michael Carter (NYJ),102,367,3.6,18,0,4,31,45,306,9.9,0,1,9,120.3,13.4,89.7%
18,19,Antonio Gibson (WAS),135,506,3.7,27,0,5,19,23,158,8.3,1,2,9,117.4,13.0,96.9%
19,20,Myles Gaskin (MIA),100,344,3.4,18,0,1,38,48,202,5.3,3,1,10,114.6,11.5,92.2%
20,21,Damien Harris (NE),133,547,4.1,35,0,7,11,13,63,5.7,0,2,9,110.0,12.2,92.0%
21,22,Dalvin Cook (MIN),139,648,4.7,66,0,3,18,28,109,6.1,0,1,7,109.7,15.7,100.0%
22,23,Kareem Hunt (CLE),69,361,5.2,33,0,5,20,24,161,8.1,0,0,6,104.2,17.4,88.8%
23,24,J.D. McKissic (WAS),34,136,4.0,11,0,1,37,46,367,9.9,1,0,9,99.3,11.0,54.8%
24,25,Christian McCaffrey (CAR),79,348,4.4,18,0,1,30,32,283,9.4,0,0,5,99.1,19.8,99.9%
25,26,Javonte Williams (DEN),103,514,5.0,49,0,1,24,29,136,5.7,1,1,10,99.0,9.9,84.1%
26,27,Chase Edmonds (ARI),76,430,5.7,54,0,1,30,37,211,7.0,0,1,9,98.1,10.9,77.8%
27,28,Josh Jacobs (LV),80,296,3.7,15,0,5,23,25,149,6.5,0,0,7,97.5,13.9,96.9%
28,29,Tony Pollard (DAL),83,445,5.4,28,0,1,23,25,204,8.9,0,0,9,93.9,10.4,67.0%
29,30,AJ Dillon (GB),97,421,4.3,36,0,2,16,18,196,12.3,1,1,10,93.7,9.4,93.4%
30,31,Chuba Hubbard (CAR),120,421,3.5,26,0,3,19,28,152,8.0,0,1,10,92.3,9.2,42.1%
31,32,Kenyan Drake (LV),50,206,4.1,21,0,2,26,34,272,10.5,1,0,9,91.8,10.2,64.4%
32,33,Elijah Mitchell (SF),116,560,4.8,39,0,3,9,9,73,8.1,0,0,7,90.3,12.9,84.3%
33,34,Zack Moss (BUF),72,260,3.6,17,0,4,18,25,166,9.2,1,1,8,88.6,11.1,79.8%
34,35,Devontae Booker (NYG),85,315,3.7,20,0,2,20,23,161,8.1,1,0,8,85.6,10.7,49.0%
35,36,Mark Ingram II (NO),121,411,3.4,24,0,2,18,23,131,7.3,0,0,10,84.2,8.4,80.7%
36,37,Devin Singletary (BUF),80,398,5.0,46,0,2,22,28,88,4.0,0,0,9,82.6,9.2,65.3%
37,38,Ty Johnson (NYJ),41,139,3.4,17,0,1,24,37,263,11.0,2,1,9,80.2,8.9,19.4%
38,39,Kenneth Gainwell (PHI),43,155,3.6,13,0,3,20,32,173,8.7,1,1,10,76.8,7.7,17.6%
39,40,Nyheim Hines (IND),43,203,4.7,34,0,2,26,39,204,7.8,0,1,10,76.7,7.7,55.3%
40,41,Mike Davis (ATL),88,289,3.3,18,0,1,24,33,115,4.8,1,1,9,74.4,8.3,65.1%
41,42,David Montgomery (CHI),82,372,4.5,41,0,3,8,11,66,8.3,0,0,6,69.8,11.6,95.6%
42,43,Jamaal Williams (DET),71,312,4.4,20,0,2,16,18,99,6.2,0,0,7,69.1,9.9,43.4%
43,44,Brandon Bolden (NE),25,140,5.6,24,0,0,25,27,227,9.1,1,0,9,67.7,7.5,21.6%
44,45,Alexander Mattison (MIN),78,289,3.7,48,0,0,19,21,142,7.5,1,1,9,66.1,7.3,43.7%
45,46,Saquon Barkley (NYG),54,195,3.6,41,0,2,14,20,130,9.3,1,0,6,64.5,10.8,98.4%
46,47,Miles Sanders (PHI),63,300,4.8,24,0,0,19,24,118,6.2,0,0,7,62.8,9.0,81.0%
47,48,D'Ernest Johnson (CLE),56,294,5.3,24,0,2,11,14,94,8.5,0,0,7,61.8,8.8,66.6%
48,49,Rhamondre Stevenson (NE),55,236,4.3,18,0,3,11,13,111,10.1,0,1,6,61.7,10.3,54.5%
49,50,Alex Collins (SEA),84,345,4.1,25,0,2,7,8,73,10.4,0,0,8,60.8,7.6,54.8%
50,51,Devonta Freeman (BAL),43,223,5.2,31,0,2,11,16,86,7.8,1,0,8,59.9,7.5,49.9%
51,52,Jeremy McNichols (TEN),18,69,3.8,14,0,0,25,33,215,8.6,1,0,9,59.4,6.6,25.1%
52,53,David Johnson (HOU),33,119,3.6,13,0,0,23,30,182,7.9,1,1,9,57.1,6.3,26.0%
53,54,Khalil Herbert (CHI),85,364,4.3,29,0,1,9,10,44,4.9,0,0,8,55.8,7.0,29.5%
54,55,Giovani Bernard (TB),7,55,7.9,24,0,0,21,26,113,5.4,3,0,8,55.8,7.0,8.4%
55,56,Sony Michel (LAR),76,291,3.8,15,0,1,10,12,51,5.1,1,1,10,54.2,5.4,25.7%
56,57,Latavius Murray (BAL),59,212,3.6,14,0,4,4,5,25,6.3,0,0,6,51.7,8.6,31.7%
57,58,Clyde Edwards-Helaire (KC),65,304,4.7,17,0,0,8,10,50,6.3,2,2,5,51.4,10.3,90.8%
58,59,Samaje Perine (CIN),36,159,4.4,46,0,1,12,15,110,9.2,1,0,8,50.9,6.4,7.0%
59,60,Chris Carson (SEA),54,232,4.3,33,0,3,6,6,29,4.8,0,1,4,48.1,12.0,59.0%
60,61,Boston Scott (PHI),40,205,5.1,23,0,3,5,7,34,6.8,0,0,6,46.9,7.8,22.1%
61,62,Damien Williams (CHI),37,139,3.8,23,0,2,11,14,64,5.8,0,0,7,43.3,6.2,7.7%
62,63,Kyle Juszczyk (SF),7,16,2.3,5,0,0,18,21,166,9.2,1,0,8,42.2,5.3,1.1%
63,64,Ty'Son Williams (BAL),33,180,5.5,35,0,1,9,11,84,9.3,0,0,6,41.4,6.9,6.9%
64,65,Jordan Howard (PHI),41,211,5.1,25,0,3,0,0,0,0.0,0,0,3,39.1,13.0,27.2%
65,66,Travis Homer (SEA),10,62,6.2,26,0,0,11,12,128,11.6,0,0,9,36.0,4.0,0.9%
66,67,Demetric Felton (CLE),3,16,5.3,12,0,0,13,14,147,11.3,1,0,9,35.3,3.9,1.3%
67,68,Carlos Hyde (JAC),56,211,3.8,18,0,0,10,17,60,6.0,0,1,8,35.1,4.4,12.9%
68,69,Ameer Abdullah (CAR),25,85,3.4,15,0,0,14,18,109,7.8,0,0,10,33.4,3.3,0.3%
69,70,JaMycal Hasty (SF),13,48,3.7,21,0,1,13,18,91,7.0,0,0,5,32.9,6.6,0.9%
70,71,Salvon Ahmed (MIA),41,109,2.7,12,0,0,11,18,108,9.8,0,0,9,32.7,3.6,3.7%
71,72,Phillip Lindsay (HOU),49,133,2.7,35,0,1,3,4,37,12.3,1,0,9,32.0,3.6,10.4%
72,73,James White (NE),10,38,3.8,10,0,1,12,14,94,7.8,0,0,3,31.2,10.4,9.2%
73,74,Ronald Jones II (TB),44,194,4.4,19,0,1,4,6,39,9.8,0,2,8,29.3,3.7,20.2%
74,75,Chris Evans (CIN),4,18,4.5,6,0,0,9,9,115,12.8,1,0,5,28.3,5.7,0.5%
75,76,Peyton Barber (LV),37,143,3.9,27,0,1,3,5,31,10.3,0,0,4,26.4,6.6,1.0%
76,77,Alec Ingold (LV),2,1,0.5,1,0,0,10,12,85,8.5,1,0,7,24.6,3.5,0.1%
77,78,Jermar Jefferson (DET),5,47,9.4,28,0,2,4,4,23,5.8,0,0,2,23.0,11.5,0.3%
78,79,Malcolm Brown (MIA),33,125,3.8,24,0,1,3,5,10,3.3,0,0,6,22.5,3.8,3.1%
79,80,Jerick McKinnon (KC),7,38,5.4,18,0,0,10,17,81,8.1,0,0,7,21.9,3.1,1.5%
80,81,Trey Sermon (SF),31,135,4.4,16,0,1,2,3,3,1.5,0,0,5,21.8,4.4,17.4%
81,82,Le'Veon Bell (FA),31,83,2.7,12,0,2,1,3,-1,-1.0,0,0,5,21.2,4.2,3.9%
82,83,Justin Jackson (LAC),13,101,7.8,75,0,0,7,7,34,4.9,0,0,6,20.5,3.4,1.3%
83,84,C.J. Ham (MIN),6,34,5.7,30,0,0,10,10,66,6.6,0,0,8,20.0,2.5,0.1%
84,85,Elijhaa Penny (NYG),22,89,4.0,12,0,1,4,6,9,2.3,0,0,8,19.8,2.5,0.1%
85,86,J.J. Taylor (NE),19,37,1.9,15,0,2,4,4,8,2.0,0,1,5,18.5,3.7,1.7%
86,87,DeeJay Dallas (SEA),10,35,3.5,10,0,0,8,8,70,8.8,0,0,9,18.5,2.1,0.8%
87,88,Matt Breida (BUF),7,32,4.6,15,0,1,3,3,22,7.3,1,1,2,18.4,9.2,1.6%
88,89,Rex Burkhead (HOU),7,29,4.1,14,0,1,5,8,38,7.6,0,0,7,17.7,2.5,0.8%
89,90,Patrick Ricard (BAL),1,2,2.0,2,0,0,6,9,54,9.0,1,0,5,17.6,3.5,0.1%
90,91,Derrick Gore (KC),20,80,4.0,10,0,1,2,2,13,6.5,0,0,4,17.3,4.3,3.7%
91,92,Tevin Coleman (NYJ),25,102,4.1,17,0,0,4,6,21,5.3,0,0,5,16.3,3.3,2.9%
92,93,Larry Rountree III (LAC),34,82,2.4,13,0,1,1,2,-1,-1.0,0,0,8,15.1,1.9,0.8%
93,94,Jalen Richard (LV),5,8,1.6,5,0,0,8,10,45,5.6,0,0,5,13.3,2.7,0.2%
94,95,Marlon Mack (IND),28,101,3.6,22,0,0,2,5,8,4.0,0,0,6,12.9,2.2,2.3%
95,96,Eno Benjamin (ARI),17,68,4.0,21,0,1,0,1,0,0.0,0,0,4,12.8,3.2,5.9%
96,97,Ty Montgomery (NO),4,13,3.3,5,0,0,6,8,54,9.0,0,0,8,12.7,1.6,0.1%
97,98,D'Onta Foreman (TEN),16,59,3.7,11,0,0,2,2,48,24.0,0,0,2,12.7,6.4,58.8%
98,99,Tony Jones Jr. (NO),19,77,4.1,9,0,0,4,6,10,2.5,0,0,4,12.7,3.2,3.2%
99,100,Adrian Peterson (TEN),18,42,2.3,6,0,1,2,2,4,2.0,0,0,2,12.6,6.3,45.1%
100,101,Royce Freeman (HOU),21,77,3.7,13,0,0,3,6,15,5.0,0,0,6,12.2,2.0,0.7%
101,102,Wayne Gallman Jr. (ATL),23,88,3.8,17,0,0,1,3,21,21.0,0,0,6,11.9,2.0,7.4%
102,103,Godwin Igwebuike (DET),5,74,14.8,42,0,1,3,3,40,13.3,0,0,7,11.6,1.7,1.7%
103,104,Jaret Patterson (WAS),24,81,3.4,13,0,0,2,4,9,4.5,0,0,6,11.0,1.8,0.9%
104,105,Rodney Smith (FA),0,0,0.0,0,0,0,5,5,48,9.6,0,0,1,9.8,9.8,0.1%
105,106,Alex Armah Jr. (NO),5,21,4.2,9,0,0,1,1,1,1.0,1,0,6,9.2,1.5,0.0%
106,107,Johnny Stanton (CLE),3,5,1.7,3,0,0,2,2,7,3.5,1,0,3,9.2,3.1,0.0%
107,108,Keith Smith (ATL),6,23,3.8,8,0,0,4,5,24,6.0,0,0,7,8.7,1.2,0.0%
108,109,Andy Janovich (CLE),2,0,0.0,1,0,1,0,1,0,0.0,0,0,4,8.0,2.0,0.1%
109,110,Dare Ogunbowale (JAC),5,13,2.6,5,0,0,3,3,32,10.7,0,0,6,7.5,1.3,0.1%
110,111,Kene Nwangwu (MIN),1,9,9.0,9,0,0,0,0,0,0.0,0,0,2,6.9,3.5,0.1%
111,112,Jakob Johnson (NE),0,0,0.0,0,0,0,3,4,34,11.3,0,0,3,6.4,2.1,0.0%
112,113,Joshua Kelley (LAC),10,36,3.6,14,0,0,1,1,4,4.0,0,0,4,5.0,1.3,0.5%
113,114,Gabe Nabers (LAC),1,2,2.0,2,0,0,3,3,17,5.7,0,0,5,4.9,1.0,0.1%
114,115,Benny Snell Jr. (PIT),11,31,2.8,9,0,0,1,3,7,7.0,0,0,8,4.8,0.6,0.8%
115,116,Derek Watt (PIT),0,0,0.0,0,0,0,3,3,15,5.0,0,0,7,4.5,0.6,0.1%
116,117,Scottie Phillips (HOU),6,13,2.2,4,0,0,2,3,9,4.5,0,0,3,4.2,1.4,0.0%
117,118,Kylin Hill (GB),10,24,2.4,8,0,0,1,2,5,5.0,0,0,8,3.9,0.5,0.2%
118,119,Darrynton Evans (TEN),2,7,3.5,5,0,0,2,2,11,5.5,0,0,2,3.8,1.9,0.9%
119,120,Corey Clement (DAL),9,20,2.2,6,0,0,1,1,5,5.0,0,0,4,3.5,0.9,0.1%
120,121,Patrick Laird (MIA),0,0,0.0,0,0,0,2,2,12,6.0,0,0,2,3.2,1.6,0.0%
121,122,Michael Burton (KC),3,9,3.0,5,0,0,1,1,11,11.0,0,0,5,3.0,0.6,0.1%
122,123,Dwayne Washington (NO),3,13,4.3,5,0,0,1,1,6,6.0,0,0,4,2.9,0.7,0.1%
123,124,Jeff Wilson Jr. (SF),10,28,2.8,6,0,0,0,0,0,0.0,0,0,1,2.8,2.8,56.8%
124,125,Ke'Shawn Vaughn (TB),5,27,5.4,15,0,0,0,0,0,0.0,0,0,1,2.7,2.7,0.1%
125,126,Rashaad Penny (SEA),15,24,1.6,5,0,0,0,0,0,0.0,0,0,3,2.4,0.8,8.9%
126,127,Kalen Ballage (PIT),7,12,1.7,11,0,0,1,4,2,2.0,0,0,5,2.4,0.5,0.2%
127,128,Jonathan Ward (ARI),5,21,4.2,7,0,0,0,0,0,0.0,0,0,5,2.1,0.4,0.1%
128,129,Reggie Gilliam (BUF),3,3,1.0,2,0,0,1,2,8,8.0,0,0,5,2.1,0.4,0.0%
129,130,Raheem Mostert (SF),2,20,10.0,11,0,0,0,0,0,0.0,0,0,1,2.0,2.0,14.0%
130,131,Gary Brightwell (NYG),1,4,4.0,4,0,0,1,1,6,6.0,0,0,5,2.0,0.4,0.1%
131,132,Ryan Nall (CHI),1,4,4.0,4,0,0,1,1,4,4.0,0,0,3,1.8,0.6,0.0%
132,133,Devine Ozigbo (JAC),1,-3,-3.0,0,0,0,1,1,7,7.0,0,0,2,1.4,0.7,0.0%
133,134,Trayveon Williams (CIN),6,13,2.2,6,0,0,0,0,0,0.0,0,0,1,1.3,1.3,0.1%
134,135,Mike Boone (DEN),0,0,0.0,0,0,0,1,1,3,3.0,0,0,2,1.3,0.7,0.1%
135,136,John Kelly (FA),2,13,6.5,11,0,0,0,0,0,0.0,0,0,1,1.3,1.3,0.1%
136,137,Jacques Patrick (FA),2,12,6.0,8,0,0,0,0,0,0.0,0,0,1,1.2,1.2,0.0%
137,138,Buddy Howell (LAR),5,11,2.2,4,0,0,0,0,0,0.0,0,0,4,1.1,0.3,0.0%
138,139,Damarea Crockett (DEN),3,7,2.3,6,0,0,0,0,0,0.0,0,0,1,0.7,0.7,0.0%
139,140,Patrick Taylor Jr. (GB),2,7,3.5,5,0,0,0,0,0,0.0,0,0,1,0.7,0.7,1.2%
140,141,Jake Funk (LAR),1,6,6.0,6,0,0,0,0,0,0.0,0,0,4,0.6,0.2,0.2%
141,142,Mekhi Sargent (LAR),2,4,2.0,2,0,0,0,0,0,0.0,0,0,3,0.4,0.1,0.1%
142,143,La'Mical Perine (NYJ),1,3,3.0,3,0,0,0,0,0,0.0,0,0,1,0.3,0.3,0.2%
143,144,Anthony McFarland Jr. (PIT),1,1,1.0,1,0,0,0,0,0,0.0,0,0,1,0.1,0.1,0.6%
144,145,Jaylen Samuels (HOU),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.1%
145,146,Rico Dowdle (DAL),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%
146,147,Jason Huntley (PHI),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%
147,148,Sewo Olonilua (DAL),0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%
148,149,Darius Anderson (IND),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%
149,150,Darius Bradwell (LAC),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%
150,151,Adrian Killins Jr. (DEN),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%
151,152,Artavis Pierce (CHI),0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%
152,153,Pete Guerriero (PIT),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%
153,154,Giovanni Ricci (CAR),0,0,0.0,0,0,0,0,0,0,0.0,0,0,4,0.0,0.0,0.0%
154,155,Trey Edmunds (PIT),0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%
155,156,Trey Ragas (LV),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%
156,157,Sandro Platzgummer (NYG),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%
157,158,Nathan Cottrell (JAC),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%
158,159,Antonio Williams (BUF),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%
159,160,Cameron Scarlett (SEA),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%
160,161,Mikey Daniel (CAR),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%
161,162,Deon Jackson (IND),0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%
162,163,Jake Bargas (MIN),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%
163,164,Josh Hokit (SF),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%
164,165,Josh Adams (NO),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%
165,166,Pooka Williams Jr. (CIN),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%
166,167,Donnie Ernsberger (TEN),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%
167,168,Elijah Holyfield (CIN),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%
168,169,Gus Edwards (BAL),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,10.6%
169,170,Dexter Williams (CLE),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%
170,171,Qadree Ollison (ATL),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.3%
171,172,Aca'Cedric Ware (TB),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%
172,173,Reggie Bonnafon (CAR),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%
173,174,Dontrell Hilliard (TEN),0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.1%
174,175,Dalyn Dawkins (DET),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.1%
175,176,Ryquell Armstead (GB),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%
176,177,Trevon Wesco (NYJ),0,0,0.0,0,0,0,2,4,16,8.0,0,0,5,0.0,0.0,0.0%
177,178,Bo Scarbrough (LV),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%
178,179,Austin Walter (NYJ),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%
179,180,Craig Reynolds (DET),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%
180,181,Jordan Wilkins (JAC),0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%
181,182,Jason Cabinda (DET),1,2,2.0,2,0,0,1,2,4,4.0,0,0,4,0.0,0.0,0.0%
182,183,Travis Etienne Jr. (JAC),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,6.5%
183,184,J.K. Dobbins (BAL),0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,9.6%
184,185,Cam Akers (LAR),0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,4.8%
185,186,LeVante Bellamy (DEN),0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%
186,187,Caleb Huntley (ATL),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%
187,188,Michael Warren II (DET),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%
188,189,Javon Leake (DET),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%
189,190,Tavien Feaster (ARI),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%
190,191,Nick Bawden (NYJ),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%
191,192,Sutton Smith (LV),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%
192,193,Mike Weber (NYG),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%
193,194,Darwin Thompson (TB),0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%
194,195,Kerrith Whyte Jr. (GB),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%
195,196,Cullen Gillaspia (NYG),0,0,0.0,0,0,0,0,0,0,0.0,0,0,3,0.0,0.0,0.0%
196,197,Andrew Beck (DEN),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%
197,198,Khari Blasingame (TEN),0,0,0.0,0,0,0,0,0,0,0.0,0,0,2,0.0,0.0,0.0%
198,199,Javian Hawkins (TEN),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.1%
199,200,Tory Carter (TEN),0,0,0.0,0,0,0,0,0,0,0.0,0,0,3,0.0,0.0,0.0%
200,201,Gerrid Doaks (MIA),0,0,0.0,0,0,0,0,0,0,0.0,0,0,3,0.0,0.0,0.0%
201,202,Mason Stokke (CAR),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%
202,203,Spencer Brown (CAR),0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%
203,204,JaQuan Hardy (DAL),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%
204,205,A.J. Rose Jr. (MIN),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%
205,206,Nick Ralston (FA),0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%
206,207,Nate McCrary (BAL),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%
207,208,Josh Johnson (SEA),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%
208,209,Tre Harbison (CLE),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%
209,210,Garrett Groshek (MIN),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%
210,211,Taiwan Jones (BUF),0,0,0.0,0,0,0,0,0,0,0.0,0,0,4,0.0,0.0,0.0%
211,212,Jay Finley (CIN),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%
212,213,Shane Bannon (KC),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%
213,214,Xavier Omon (SF),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%
214,215,Andre Anderson (BUF),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%
215,216,Garrett Mills (NE),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%
216,217,Chad Spann (HOU),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%
217,218,Alfred Morris (NYG),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%
218,219,Jamize Olawale (DAL),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%
219,220,Isaac Odim (LAC),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%
220,221,Nick Bellore (SEA),0,0,0.0,0,0,0,0,0,0,0.0,0,0,6,0.0,0.0,0.0%
221,222,Javarris Williams (HOU),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%
222,223,Anthony Alridge (WAS),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%
223,224,Dantrell Savage (CAR),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%
224,225,Chad Simpson (WAS),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%
225,226,Mike Bell (BUF),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%
226,227,Samkon Gado (TEN),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%
227,228,Kenny Irons (CIN),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%
228,229,Marcus Mason (LAC),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%
