,Rank,Player,FG,FGA,PCT,LG,1-19,20-29,30-39,40-49,50+,XPT,XPA,G,FPTS,FPTS/G,ROST
37,38,Alex Kessman (LAC),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%
38,39,Jose Borregales (TB),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%
39,40,Quinn Nordin (NE),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.1%
40,41,Chris Naggar (CLE),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.1%
41,42,Joey Slye (WAS),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,2.1%
42,43,Chase McLaughlin (CLE),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,23.9%
43,44,Rodrigo Blankenship (IND),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,5.6%
44,45,Jake Verity (BAL),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%
45,46,Tyler Bass (BUF),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,93.6%
46,47,JJ Molson (GB),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%
47,48,Sam Sloman (PIT),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%
48,49,Matt Ammendola (NYJ),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.3%
49,50,Lirim Hajrullahu (DAL),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.8%
50,51,Austin MacGinnis (LAR),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%
51,52,Brandon Wright (LAR),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%
52,53,Chris Boswell (PIT),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,56.3%
53,54,Sergio Castillo (NYJ),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%
54,55,Shaun Suisham (FA),28,31,90.3,52,0,7,8,12,1,34,34,16,0.0,0.0,0.0%
55,56,Parker Douglass (NYJ),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%
56,57,Phil Dawson (FA),29,31,93.5,53,0,8,8,6,7,29,29,16,0.0,0.0,0.1%
57,58,Piotr Czech (PIT),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%
58,59,Rian Lindell (FA),21,24,87.5,50,1,3,10,6,1,39,39,16,0.0,0.0,0.0%
59,60,Rob Bironas (FA),25,31,80.6,53,0,6,13,5,1,35,35,16,0.0,0.0,0.0%
60,61,Sebastian Janikowski (FA),31,34,91.2,57,1,9,10,5,6,25,25,16,0.0,0.0,20.0%
61,62,Shayne Graham (FA),31,38,81.6,51,1,9,10,7,4,45,45,16,0.0,0.0,0.0%
62,63,Nate Kaeding (FA),8,10,80.0,45,1,3,0,4,0,9,9,5,0.0,0.0,0.0%
63,64,Steven Weatherford (NYJ),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%
64,65,Zac Derr (ATL),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%
65,66,Ricky Schmit (SF),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%
66,67,Jay Feely (FA),25,28,89.3,61,0,6,9,8,2,25,25,16,0.0,0.0,0.0%
67,68,Andrew Wellock (CAR),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%
68,69,Billy Cundiff (FA),7,12,58.3,45,0,1,3,3,0,17,17,5,0.0,0.0,0.0%
69,70,Carlos Martinez (DAL),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%
70,71,Connor Barth (FA),28,33,84.8,57,0,7,3,12,6,39,39,15,0.0,0.0,0.0%
71,72,Dan Carpenter (FA),22,27,81.5,53,0,4,8,8,2,26,26,14,0.0,0.0,0.2%
72,73,David Akers (FA),29,42,69.0,63,1,8,11,7,2,44,44,16,0.0,0.0,0.0%
73,74,Garrett Hartley (FA),18,22,81.8,53,0,9,4,2,3,57,57,16,0.0,0.0,0.0%
74,75,Garrett Rivas (TB),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%
75,76,Jason Reda (CLE),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%
76,77,Matt Bryant (FA),33,38,86.8,55,1,8,10,10,4,44,44,16,0.0,0.0,1.1%
77,78,Josh Brown (FA),11,12,91.7,52,0,3,4,3,1,8,8,4,0.0,0.0,0.0%
78,79,Josh Scobee (FA),25,28,89.3,50,1,4,8,11,1,18,18,16,0.0,0.0,0.0%
79,80,Lawrence Tynes (FA),33,39,84.6,50,0,11,14,7,1,46,46,16,0.0,0.0,0.0%
80,81,MacKenzie Hoambrecker (SF),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%
81,82,Mark Hickok (NYG),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%
82,83,John Potter (FA),0,0,0.0,0,0,0,0,0,0,0,0,6,0.0,0.0,0.0%
83,84,Dustin Hopkins (LAC),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,9.8%
84,85,Brett Maher (NO),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%
85,86,Randy Bullock (TEN),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,58.8%
86,87,Andrew Jacas (SF),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%
87,88,Brandon McManus (DEN),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,31.2%
88,89,Cairo Santos (CHI),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,2.2%
89,90,Blair Walsh (FA),35,38,92.1,56,0,10,8,7,10,36,36,16,0.0,0.0,0.1%
90,91,Nick Novak (FA),18,20,90.0,51,1,5,6,4,2,33,33,13,0.0,0.0,0.1%
91,92,Giorgio Tavecchio (TEN),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0%
92,93,Garrett Lindholm (ATL),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%
93,94,Connor Hughes (DAL),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%
94,95,Clint Stitser (WAS),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%
95,96,Alex Henery (FA),27,31,87.1,49,0,8,8,11,0,25,26,16,0.0,0.0,0.0%
96,97,Saverio Rocca (WAS),0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%
